date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:07:13	30903/30903	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202016%2000:07:13%20GMT	https://bert.house/en/about	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/en/about.html	(from https://bert.house/en/)
18:07:14	25384/25384	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202016%2000:07:15%20GMT	https://bert.house/en/services	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/en/services.html	(from https://bert.house/en/)
18:07:16	27586/27586	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202016%2000:07:16%20GMT	https://bert.house/en/contact	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/en/contact.html	(from https://bert.house/en/)
18:07:17	17060/17060	---M--	200	added ('OK')	image/png	etag:%2242a4-52e142e0025a9%22	https://bert.house/images/cases/joblogic/joblogic@2x.png	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/cases/joblogic/joblogic@2x.png	(from https://bert.house/en/)
18:07:18	27193/27193	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202016%2000:07:19%20GMT	https://bert.house/en/cases/joblogic	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/en/cases/joblogic.html	(from https://bert.house/en/)
18:07:20	33090/33090	---M--	200	added ('OK')	image/png	etag:%228142-52e142e013331%22	https://bert.house/images/cases/umake/umake@2x.png	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/cases/umake/umake@2x.png	(from https://bert.house/en/)
18:07:21	26873/26873	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202016%2000:07:22%20GMT	https://bert.house/en/cases/umake	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/en/cases/umake.html	(from https://bert.house/en/)
18:07:21	17874/17874	---M--	200	added ('OK')	image/png	etag:%2245d2-52e142dfef111%22	https://bert.house/images/cases/bluemountain/bluemountain@2x.png	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/cases/bluemountain/bluemountain@2x.png	(from https://bert.house/en/)
18:07:22	26301/26301	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202016%2000:07:23%20GMT	https://bert.house/en/cases/blue-mountain	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/en/cases/blue-mountain.html	(from https://bert.house/en/)
18:07:22	15239/15239	---M--	200	added ('OK')	application/javascript	etag:%223b87-52e142e01bfd1%22	https://bert.house/vendor/parallax.js	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/vendor/parallax.js	(from https://bert.house/en/)
18:07:24	4804/4804	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2212c4-52e142e01bfd1%22	https://bert.house/vendor/video-player/font/vjs.eot	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/vendor/video-player/font/vjs.eot	(from https://bert.house/vendor/video-player/video-js.css)
18:07:24	4804/4804	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2212c4-52e142e01bfd1%22	https://bert.house/vendor/video-player/font/vjs.eot?	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/vendor/video-player/font/vjsd41d.eot	(from https://bert.house/vendor/video-player/video-js.css)
18:07:24	2508/2508	---M--	200	added ('OK')	application/x-font-woff	etag:%229cc-52e142e01bfd1%22	https://bert.house/vendor/video-player/font/vjs.woff	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/vendor/video-player/font/vjs.woff	(from https://bert.house/vendor/video-player/video-js.css)
18:07:24	4640/4640	---M--	200	added ('OK')	application/x-font-ttf	etag:%221220-52e142e01bfd1%22	https://bert.house/vendor/video-player/font/vjs.ttf	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/vendor/video-player/font/vjs.ttf	(from https://bert.house/vendor/video-player/video-js.css)
18:07:24	10356/10356	---M--	200	added ('OK')	image/svg+xml	etag:%222874-52e142e01bfd1%22	https://bert.house/vendor/video-player/font/vjs.svg	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/vendor/video-player/font/vjs.svg	(from https://bert.house/vendor/video-player/video-js.css)
18:07:25	9670/9670	---M--	200	added ('OK')	image/png	etag:%2225c6-52e180b3ce184%22	https://bert.house/images/sprite.png	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/sprite.png	(from https://bert.house/styles/app.css)
18:07:25	18247/18247	---M--	200	added ('OK')	image/png	etag:%224747-52e180b3ce184%22	https://bert.house/images/sprite@2x.png	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/sprite@2x.png	(from https://bert.house/styles/app.css)
18:07:25	690118/690118	---M--	200	added ('OK')	application/javascript	etag:%22a87c6-52e8d21b63b22%22	https://bert.house/scripts/app.js	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/scripts/app.js	(from https://bert.house/en/)
18:07:26	51233/51233	---M--	200	added ('OK')	image/png	etag:%22c821-52e8d21b617fa%22	https://bert.house/images/cases/joblogic/joblogic-bg-bottom-left.png	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/cases/joblogic/joblogic-bg-bottom-left.png	(from https://bert.house/styles/app.css)
18:07:27	46565/46565	---M--	200	added ('OK')	image/png	etag:%22b5e5-52e8d21b61be2%22	https://bert.house/images/cases/joblogic/joblogic-bg-top-right.png	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/cases/joblogic/joblogic-bg-top-right.png	(from https://bert.house/styles/app.css)
18:07:28	44681/44681	---M--	200	added ('OK')	image/png	etag:%22ae89-52e8d21b6279a%22	https://bert.house/images/cases/umake/umake-bg-960.png	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/cases/umake/umake-bg-960.png	(from https://bert.house/styles/app.css)
18:07:28	80905/80905	---M--	200	added ('OK')	image/png	etag:%2213c09-52e8d21b61be2%22	https://bert.house/images/cases/umake/umake-bg-1280.png	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/cases/umake/umake-bg-1280.png	(from https://bert.house/styles/app.css)
18:07:28	154323/154323	---M--	200	added ('OK')	image/png	etag:%2225ad3-52e8d21b61fca%22	https://bert.house/images/cases/umake/umake-bg-1920.png	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/cases/umake/umake-bg-1920.png	(from https://bert.house/styles/app.css)
18:07:29	27224/27224	---M--	200	added ('OK')	image/png	etag:%226a58-52e142e009ad9%22	https://bert.house/images/cases/umake/pencil-tip.png	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/cases/umake/pencil-tip.png	(from https://bert.house/styles/app.css)
18:07:29	1252/1252	---M--	200	added ('OK')	image/png	etag:%224e4-52e142e009ad9%22	https://bert.house/images/cases/umake/pencil-body.png	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/cases/umake/pencil-body.png	(from https://bert.house/styles/app.css)
18:07:29	66146/66146	---M--	200	added ('OK')	image/png	etag:%2210262-52e8d21b623b2%22	https://bert.house/images/cases/umake/umake-bg-480.png	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/cases/umake/umake-bg-480.png	(from https://bert.house/styles/app.css)
18:07:29	102974/102974	---M--	200	added ('OK')	image/png	etag:%221923e-52e8d21b623b2%22	https://bert.house/images/cases/umake/umake-bg-768.png	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/cases/umake/umake-bg-768.png	(from https://bert.house/styles/app.css)
18:07:30	299872/299872	---M--	200	added ('OK')	image/jpeg	etag:%2249360-52e8d21b6102a%22	https://bert.house/images/cases/bluemountain/blue-mountain-bg-1920.jpg	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/cases/bluemountain/blue-mountain-bg-1920.jpg	(from https://bert.house/styles/app.css)
18:07:30	93923/93923	---M--	200	added ('OK')	image/jpeg	etag:%2216ee3-52e8d21b617fa%22	https://bert.house/images/cases/bluemountain/blue-mountain-bg-960.jpg	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/cases/bluemountain/blue-mountain-bg-960.jpg	(from https://bert.house/styles/app.css)
18:07:30	154442/154442	---M--	200	added ('OK')	image/jpeg	etag:%2225b4a-52e8d21b6085a%22	https://bert.house/images/cases/bluemountain/blue-mountain-bg-1280.jpg	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/cases/bluemountain/blue-mountain-bg-1280.jpg	(from https://bert.house/styles/app.css)
18:07:31	89418/89418	---M--	200	added ('OK')	image/jpeg	etag:%2215d4a-52e8d21b6102a%22	https://bert.house/images/cases/bluemountain/blue-mountain-bg-480.jpg	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/cases/bluemountain/blue-mountain-bg-480.jpg	(from https://bert.house/styles/app.css)
18:07:31	138784/138784	---M--	200	added ('OK')	image/jpeg	etag:%2221e20-52e8d21b61412%22	https://bert.house/images/cases/bluemountain/blue-mountain-bg-768.jpg	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/cases/bluemountain/blue-mountain-bg-768.jpg	(from https://bert.house/styles/app.css)
18:07:32	254754/254754	---M--	200	added ('OK')	image/jpeg	etag:%223e322-52e8d21b5fca2%22	https://bert.house/images/bg-home-1920.jpg	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/bg-home-1920.jpg	(from https://bert.house/styles/app.css)
18:07:33	115090/115090	---M--	200	added ('OK')	image/jpeg	etag:%221c192-52e8d21b5f4d2%22	https://bert.house/images/bg-home-1280.jpg	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/bg-home-1280.jpg	(from https://bert.house/styles/app.css)
18:07:33	65338/65338	---M--	200	added ('OK')	image/jpeg	etag:%22ff3a-52e8d21b6008a%22	https://bert.house/images/bg-home-960.jpg	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/bg-home-960.jpg	(from https://bert.house/styles/app.css)
18:07:34	67354/67354	---M--	200	added ('OK')	image/jpeg	etag:%221071a-52e8d21b5fca2%22	https://bert.house/images/bg-home-480.jpg	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/bg-home-480.jpg	(from https://bert.house/styles/app.css)
18:07:35	74520/74520	---M--	200	added ('OK')	image/jpeg	etag:%2212318-52e8d21b5e14a%22	https://bert.house/images/bg-about-960.jpg	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/bg-about-960.jpg	(from https://bert.house/styles/app.css)
18:07:36	227863/227863	---M--	200	added ('OK')	image/jpeg	etag:%2237a17-52e8d21b5dd62%22	https://bert.house/images/bg-about-1920.jpg	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/bg-about-1920.jpg	(from https://bert.house/styles/app.css)
18:07:36	100575/100575	---M--	200	added ('OK')	image/jpeg	etag:%22188df-52e8d21b5e14a%22	https://bert.house/images/bg-about-768.jpg	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/bg-about-768.jpg	(from https://bert.house/styles/app.css)
18:07:37	140902/140902	---M--	200	added ('OK')	image/jpeg	etag:%2222666-52e8d21b5d97a%22	https://bert.house/images/bg-about-1280.jpg	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/bg-about-1280.jpg	(from https://bert.house/styles/app.css)
18:07:37	51883/51883	---M--	200	added ('OK')	image/jpeg	etag:%22caab-52e8d21b5e14a%22	https://bert.house/images/bg-about-480.jpg	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/bg-about-480.jpg	(from https://bert.house/styles/app.css)
18:07:38	61221/61221	---M--	200	added ('OK')	image/jpeg	etag:%22ef25-52e8d21b5e532%22	https://bert.house/images/bg-cases-1280.jpg	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/bg-cases-1280.jpg	(from https://bert.house/styles/app.css)
18:07:38	130140/130140	---M--	200	added ('OK')	image/jpeg	etag:%221fc5c-52e8d21b5e532%22	https://bert.house/images/bg-cases-1920.jpg	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/bg-cases-1920.jpg	(from https://bert.house/styles/app.css)
18:07:39	34002/34002	---M--	200	added ('OK')	image/jpeg	etag:%2284d2-52e8d21b5e91a%22	https://bert.house/images/bg-cases-960.jpg	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/bg-cases-960.jpg	(from https://bert.house/styles/app.css)
18:07:39	32958/32958	---M--	200	added ('OK')	image/jpeg	etag:%2280be-52e8d21b5e91a%22	https://bert.house/images/bg-cases-768.jpg	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/bg-cases-768.jpg	(from https://bert.house/styles/app.css)
18:07:40	15350/15350	---M--	200	added ('OK')	image/jpeg	etag:%223bf6-52e8d21b5e91a%22	https://bert.house/images/bg-cases-480.jpg	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/bg-cases-480.jpg	(from https://bert.house/styles/app.css)
18:07:41	61159/61159	---M--	200	added ('OK')	image/jpeg	etag:%22eee7-52e8d21b5e91a%22	https://bert.house/images/bg-contact-1280.jpg	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/bg-contact-1280.jpg	(from https://bert.house/styles/app.css)
18:07:41	103642/103642	---M--	200	added ('OK')	image/jpeg	etag:%22194da-52e8d21b5ed02%22	https://bert.house/images/bg-contact-1920.jpg	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/bg-contact-1920.jpg	(from https://bert.house/styles/app.css)
18:07:41	38402/38402	---M--	200	added ('OK')	image/jpeg	etag:%229602-52e8d21b5f0ea%22	https://bert.house/images/bg-contact-960.jpg	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/bg-contact-960.jpg	(from https://bert.house/styles/app.css)
18:07:42	53100/53100	---M--	200	added ('OK')	image/jpeg	etag:%22cf6c-52e8d21b5f0ea%22	https://bert.house/images/bg-contact-768.jpg	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/bg-contact-768.jpg	(from https://bert.house/styles/app.css)
18:07:42	36905/36905	---M--	200	added ('OK')	image/jpeg	etag:%229029-52e8d21b5f0ea%22	https://bert.house/images/bg-contact-480.jpg	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/bg-contact-480.jpg	(from https://bert.house/styles/app.css)
18:07:43	41060/41060	---M--	200	added ('OK')	image/jpeg	etag:%22a064-52e8d21b6008a%22	https://bert.house/images/bg-services-480.jpg	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/bg-services-480.jpg	(from https://bert.house/styles/app.css)
18:07:43	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sun,%2021%20Aug%202016%2000:07:44%20GMT	https://bert.house/css/images/sprite/ico-arrow-right.png	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/css/images/sprite/ico-arrow-right.png	(from https://bert.house/styles/app.css)
18:07:44	13051/13051	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2021%20Aug%202016%2000:07:45%20GMT	https://bert.house/en/css/images/sprite/ico-arrow-right.png	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/en/css/images/sprite/ico-arrow-right.png	(from https://bert.house/styles/app.css)
18:07:44	164982/164982	---M--	200	added ('OK')	image/jpeg	etag:%2228476-52e8d21b60472%22	https://bert.house/images/bg-services-960.jpg	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/bg-services-960.jpg	(from https://bert.house/styles/app.css)
18:07:46	233718/233718	---M--	200	added ('OK')	image/png	etag:%22390f6-52e142dfdbc79%22	https://bert.house/images/bert-logo-black-green.png	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/bert-logo-black-green.png	(from https://bert.house/styles/app.css)
18:07:47	369684/369684	---M--	200	added ('OK')	image/png	etag:%225a414-52e142dfdd001%22	https://bert.house/images/bert-logo-green-text.png	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/bert-logo-green-text.png	(from https://bert.house/styles/app.css)
18:07:47	225626/225626	---M--	200	added ('OK')	image/png	etag:%223715a-52e142dfdd7d1%22	https://bert.house/images/bert-logo-green.png	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/bert-logo-green.png	(from https://bert.house/styles/app.css)
18:07:47	2107/2107	---M--	200	added ('OK')	image/png	etag:%2283b-52e142e013719%22	https://bert.house/images/logo@2x.png	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/logo@2x.png	(from https://bert.house/styles/app.css)
18:07:48	689/689	---M--	200	added ('OK')	image/png	etag:%222b1-52e142e013719%22	https://bert.house/images/logo-smile@2x.png	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/logo-smile@2x.png	(from https://bert.house/styles/app.css)
18:07:48	918/918	---M--	200	added ('OK')	image/png	etag:%22396-52e142e013719%22	https://bert.house/images/logo-black@2x.png	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/logo-black@2x.png	(from https://bert.house/styles/app.css)
18:07:48	231942/231942	---M--	200	added ('OK')	image/png	etag:%2238a06-52e142dfdc449%22	https://bert.house/images/bert-logo-black-white.png	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/bert-logo-black-white.png	(from https://bert.house/styles/app.css)
18:07:48	362/362	---M--	200	added ('OK')	image/png	etag:%2216a-52e142e013719%22	https://bert.house/images/menu-hover-black1.png	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/menu-hover-black1.png	(from https://bert.house/styles/app.css)
18:07:48	413/413	---M--	200	added ('OK')	image/png	etag:%2219d-52e142e013719%22	https://bert.house/images/menu-hover-black2.png	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/menu-hover-black2.png	(from https://bert.house/styles/app.css)
18:07:48	241/241	---M--	200	added ('OK')	image/png	etag:%22f1-52e142e013719%22	https://bert.house/images/menu-hover-black3.png	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/menu-hover-black3.png	(from https://bert.house/styles/app.css)
18:07:49	208/208	---M--	200	added ('OK')	image/png	etag:%22d0-52e142e013719%22	https://bert.house/images/menu-hover-white1.png	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/menu-hover-white1.png	(from https://bert.house/styles/app.css)
18:07:49	331/331	---M--	200	added ('OK')	image/png	etag:%2214b-52e142e013719%22	https://bert.house/images/menu-hover-white2.png	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/menu-hover-white2.png	(from https://bert.house/styles/app.css)
18:07:49	181/181	---M--	200	added ('OK')	image/png	etag:%22b5-52e142e013719%22	https://bert.house/images/menu-hover-white3.png	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/menu-hover-white3.png	(from https://bert.house/styles/app.css)
18:07:50	512/512	---M--	200	added ('OK')	image/png	etag:%22200-52e142e013719%22	https://bert.house/images/footer-logo@2x.png	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/images/footer-logo@2x.png	(from https://bert.house/styles/app.css)
18:07:51	27715/27715	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202016%2000:07:52%20GMT	https://bert.house/en/cases/kroesewevers	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/en/cases/kroesewevers.html	(from https://bert.house/en/cases)
18:07:52	28722/28722	---M--	200	added ('OK')	image/jpeg	etag:%22d01933abdbcbdf299f8c74a83a35c8db%22	https://s3-eu-west-1.amazonaws.com/assets.bert.house/cases/_squareSmall/thumb.jpg	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/s3-eu-west-1.amazonaws.com/assets.bert.house/cases/_squareSmall/thumb.jpg	(from https://bert.house/en/cases)
18:07:54	23927/23927	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202016%2000:07:54%20GMT	https://bert.house/en/cases/philips	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/en/cases/philips.html	(from https://bert.house/en/cases)
18:07:55	13361/13361	---M--	200	added ('OK')	image/jpeg	etag:%22774930b0c5f38e5e8fe1ecc7d91300d2%22	https://s3-eu-west-1.amazonaws.com/assets.bert.house/cases/_squareSmall/philips_cover.jpg	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/s3-eu-west-1.amazonaws.com/assets.bert.house/cases/_squareSmall/philips_cover.jpg	(from https://bert.house/en/cases)
18:07:57	27197/27197	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202016%2000:07:57%20GMT	https://bert.house/en/cases/oxcom-helloworld	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/en/cases/oxcom-helloworld.html	(from https://bert.house/en/cases)
18:07:58	15809/15809	---M--	200	added ('OK')	image/jpeg	etag:%22604abd9ae2f6ae7e042eeda34b4a0a71%22	https://s3-eu-west-1.amazonaws.com/assets.bert.house/cases/_squareSmall/helloworld-thumbnail.jpg	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/s3-eu-west-1.amazonaws.com/assets.bert.house/cases/_squareSmall/helloworld-thumbnail.jpg	(from https://bert.house/en/cases)
18:07:59	25671/25671	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202016%2000:08:00%20GMT	https://bert.house/en/cases/kaliber	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/bert.house/en/cases/kaliber.html	(from https://bert.house/en/cases)
18:08:01	31087/31087	---M--	200	added ('OK')	image/jpeg	etag:%225a866c42b7f05965e243a02aecba26db%22	https://s3-eu-west-1.amazonaws.com/assets.bert.house/cases/_squareSmall/kaliber-thumbnail.jpg	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/s3-eu-west-1.amazonaws.com/assets.bert.house/cases/_squareSmall/kaliber-thumbnail.jpg	(from https://bert.house/en/cases)
18:08:01	21274/21274	---M--	200	added ('OK')	image/jpeg	etag:%228cdb37118114ab1f42ee93579d8b0f7f%22	https://s3-eu-west-1.amazonaws.com/assets.bert.house/cases/_squareSmall/bluemountain-thumbnail.jpg	C:/Users/Bryan/Desktop/Escritorio/WS/Plantillas%20de%20Apoyo/08/s3-eu-west-1.amazonaws.com/assets.bert.house/cases/_squareSmall/bluemountain-thumbnail.jpg	(from https://bert.house/en/cases)
